id,주제,theme,한국어,English,Espanol,中文
146,자기 믿음,Self-Belief,남의 성공이 당신의 실패를 뜻하지 않는다.,Someone else's success is not your failure.,El éxito ajeno no es tu fracaso.,别人的成功，不代表你的失败。
147,자기 믿음,Self-Belief,자기 신뢰는 작은 약속들의 누적이다.,Self-trust is the sum of small promises kept.,La confianza propia es la suma de pequeñas promesas cumplidas.,自我信任，是小承诺的累积。
148,자기 믿음,Self-Belief,당신의 이야기는 아직 절반도 쓰이지 않았다.,Your story is not even half written.,Tu historia aún no está ni a la mitad.,你的故事，还没写到一半。
149,자기 믿음,Self-Belief,자격은 주어지는 것이 아니라 만들어 가는 것이다.,Qualification is not granted; it is built.,La calificación no se otorga; se construye.,资格不是被赋予的，而是自己创造的。
150,자기 믿음,Self-Belief,스스로를 응원하는 사람이 끝까지 간다.,Those who cheer for themselves go the distance.,Quien se anima a sí mismo llega hasta el final.,为自己加油的人，才能走到最后。
151,성장과 배움,Growth,모르는 것을 인정하는 순간부터 배움이 시작된다.,Learning begins the moment you admit you do not know.,Aprender comienza al admitir que no sabes.,承认无知的那一刻，学习才开始。
152,성장과 배움,Growth,어제보다 나아졌다면 오늘은 성공한 날이다.,"If you are better than yesterday, today was a success.","Si eres mejor que ayer, hoy fue un éxito.",比昨天更好，今天就是成功的一天。
153,성장과 배움,Growth,불편함은 성장의 입구다.,Discomfort is the doorway to growth.,La incomodidad es la puerta del crecimiento.,不适，是成长的入口。
154,성장과 배움,Growth,질문의 크기가 성장의 크기를 정한다.,The size of your questions sets the size of your growth.,El tamaño de tus preguntas define tu crecimiento.,问题的大小，决定成长的大小。
155,성장과 배움,Growth,가르칠 때 가장 많이 배운다.,You learn the most when you teach.,Se aprende más cuando se enseña.,教的时候，学得最多。
156,성장과 배움,Growth,배움에는 정년이 없다.,Learning has no retirement age.,Aprender no tiene edad de jubilación.,学习没有退休年龄。
157,성장과 배움,Growth,아는 것과 하는 것 사이의 거리가 실력이다.,Skill is the distance between knowing and doing.,La habilidad es la distancia entre saber y hacer.,知与行之间的距离，就是实力。
158,성장과 배움,Growth,익숙한 곳에는 새로운 것이 없다.,Nothing new lives in familiar places.,En lo familiar no hay nada nuevo.,熟悉的地方，没有新东西。
159,성장과 배움,Growth,비판은 쓰지만 가장 빠른 지름길이다.,Criticism tastes bitter but is the shortest road.,"La crítica es amarga, pero es el camino más corto.",批评虽苦，却是最快的捷径。
160,성장과 배움,Growth,같은 책도 다른 시기에 읽으면 다른 책이 된다.,The same book read at a different time is a different book.,El mismo libro leído en otro momento es otro libro.,同一本书，在不同时期读，就是另一本书。
161,성장과 배움,Growth,성장은 직선이 아니라 계단이다.,Growth is not a line; it is a staircase.,El crecimiento no es una línea; es una escalera.,成长不是直线，而是台阶。
162,성장과 배움,Growth,배운 것을 써먹지 않으면 배운 것이 아니다.,Knowledge unused is knowledge unlearned.,El conocimiento sin uso no es conocimiento.,不去使用的知识，等于没学。
163,성장과 배움,Growth,나보다 나은 사람 곁에 있는 것이 가장 빠른 학습이다.,Standing beside better people is the fastest schooling.,Rodearte de gente mejor es la escuela más rápida.,与优秀的人为伍，是最快的学习。
164,성장과 배움,Growth,모방은 창조의 첫 번째 연습이다.,Imitation is creation's first exercise.,La imitación es el primer ejercicio de la creación.,模仿，是创造的第一次练习。
165,성장과 배움,Growth,초심자의 서투름은 부끄러움이 아니라 증거다.,A beginner's clumsiness is not shame but proof.,"La torpeza del principiante no es vergüenza, es prueba.",新手的笨拙不是羞耻，而是证明。
166,성장과 배움,Growth,피드백을 견디는 힘이 실력을 만든다.,The ability to absorb feedback builds skill.,La capacidad de aceptar críticas construye habilidad.,承受反馈的能力，造就实力。
167,성장과 배움,Growth,배움을 멈춘 순간부터 늙기 시작한다.,You begin to age the moment you stop learning.,Envejeces desde el instante en que dejas de aprender.,停止学习的那一刻，衰老就开始了。
168,성장과 배움,Growth,"깊이는 시간이 만들고, 넓이는 호기심이 만든다.",Time creates depth; curiosity creates breadth.,"El tiempo da profundidad; la curiosidad, amplitud.",时间造就深度，好奇造就广度。
169,성장과 배움,Growth,기록하지 않은 경험은 절반만 남는다.,Experience unrecorded is experience half kept.,La experiencia sin registrar se conserva a medias.,没有记录的经验，只留下一半。
170,성장과 배움,Growth,모든 전문성은 처음에 낯선 단어에서 시작했다.,Every expertise began as an unfamiliar word.,Toda especialidad empezó como una palabra desconocida.,所有专业，都始于一个陌生的词。
171,성장과 배움,Growth,배움은 채우는 일이자 비우는 일이다.,Learning is as much unlearning as it is filling.,Aprender es tanto vaciar como llenar.,学习既是填满，也是清空。
172,성장과 배움,Growth,어려운 책이 쉬운 책보다 오래 남는다.,A difficult book stays with you longer than an easy one.,Un libro difícil permanece más que uno fácil.,难读的书，比易读的书留得更久。
173,성장과 배움,Growth,성장하려면 잘하는 일 옆에 못하는 일을 두어야 한다.,"To grow, keep something you are bad at next to what you do well.","Para crecer, pon junto a lo que dominas algo que no dominas.",想成长，就要在擅长之事旁放上不擅长之事。
174,성장과 배움,Growth,오늘 이해한 것을 내일 설명할 수 있어야 진짜다.,You truly know it only if you can explain it tomorrow.,Solo lo sabes de verdad si puedes explicarlo mañana.,明天能讲出来，才算真懂。
175,성장과 배움,Growth,경험은 시간이 아니라 반성에서 온다.,"Experience comes from reflection, not from time.","La experiencia viene de la reflexión, no del tiempo.",经验来自反思，而非时间。
176,목표와 비전,Vision,목적지가 없으면 어떤 바람도 순풍이 아니다.,"Without a destination, no wind is a fair wind.","Sin destino, ningún viento es favorable.",没有目的地，任何风都不是顺风。
177,목표와 비전,Vision,목표는 종이에 적히는 순간 계획이 된다.,A goal becomes a plan the moment it is written down.,Una meta se vuelve plan al escribirse.,目标写在纸上的那一刻，就成了计划。
178,목표와 비전,Vision,큰 꿈은 작은 마감으로 이루어진다.,Big dreams are built from small deadlines.,Los grandes sueños se construyen con pequeños plazos.,大梦想由小截止日期构成。
179,목표와 비전,Vision,어디로 가는지 알면 속도는 문제가 되지 않는다.,"If you know where you are going, speed matters less.","Si sabes adónde vas, la velocidad importa menos.",知道去哪里，速度就不是问题。
180,목표와 비전,Vision,측정할 수 없는 목표는 소원일 뿐이다.,A goal you cannot measure is only a wish.,Una meta que no puedes medir es solo un deseo.,无法衡量的目标，只是愿望。
181,목표와 비전,Vision,목표를 낮추지 말고 방법을 바꿔라.,Do not lower the goal; change the method.,No bajes la meta; cambia el método.,不要降低目标，要改变方法。
182,목표와 비전,Vision,비전은 오늘의 고단함에 의미를 준다.,Vision gives meaning to today's hardship.,La visión da sentido a la dureza de hoy.,愿景，赋予今日辛劳以意义。
183,목표와 비전,Vision,남의 목표를 좇으면 도착해도 공허하다.,Chase another's goal and arrival feels empty.,Persigue la meta de otro y llegar te dejará vacío.,追逐别人的目标，到达也会空虚。
184,목표와 비전,Vision,"목표는 방향이고, 습관은 엔진이다.",Goals give direction; habits give the engine.,"Las metas dan dirección; los hábitos, el motor.",目标是方向，习惯是引擎。
185,목표와 비전,Vision,10년 뒤를 생각하면 오늘의 선택이 쉬워진다.,Think ten years ahead and today's choice gets easy.,Piensa en diez años y la decisión de hoy será fácil.,想想十年后，今天的选择就容易了。
186,목표와 비전,Vision,많은 목표는 목표가 없는 것과 같다.,Too many goals is the same as none.,Demasiadas metas equivalen a ninguna.,目标太多，等于没有目标。
187,목표와 비전,Vision,이루고 싶은 것보다 되고 싶은 사람을 먼저 정하라.,Decide who you want to be before what you want to have.,Decide quién quieres ser antes de qué quieres tener.,先决定想成为谁，再决定想得到什么。
188,목표와 비전,Vision,계획은 바뀌어도 방향은 유지하라.,"Let the plan change, but keep the direction.","Deja que el plan cambie, pero mantén el rumbo.",计划可以变，方向要坚持。
189,목표와 비전,Vision,눈에 보이는 목표가 눈에 보이는 결과를 만든다.,A visible goal produces visible results.,Una meta visible produce resultados visibles.,看得见的目标，带来看得见的结果。
190,목표와 비전,Vision,도달할 수 없어 보이는 목표만이 사람을 키운다.,Only goals that look unreachable grow a person.,Solo las metas que parecen inalcanzables te hacen crecer.,唯有看似遥不可及的目标，才能造就一个人。
191,목표와 비전,Vision,목표를 쪼개면 두려움도 함께 쪼개진다.,Break the goal apart and the fear breaks with it.,Divide la meta y el miedo se divide con ella.,把目标拆开，恐惧也随之拆开。
192,목표와 비전,Vision,성취한 뒤가 아니라 정한 순간부터 달라진다.,"You change the moment you decide, not after you achieve.","Cambias al decidir, no al lograr.",改变始于决定的那一刻，而非达成之后。
193,목표와 비전,Vision,목표 없는 노력은 물레방아처럼 제자리를 돈다.,Effort without a goal turns in place like a mill wheel.,El esfuerzo sin meta gira en el sitio como una rueda.,没有目标的努力，像水车般原地打转。
194,목표와 비전,Vision,가장 위험한 목표는 너무 쉬운 목표다.,The most dangerous goal is one that is too easy.,La meta más peligrosa es la demasiado fácil.,最危险的目标，是太容易的目标。
